VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL,ShortSail,Notes
10,105,11.26,58.01,8.51,-2.203,4.8,Jib,J,
10,104,11.4,57.26,8.543,-2.067,5,Jib,J,
10,103,11.54,56.53,8.574,-1.929,5.2,Jib,J,
10,102,11.68,55.81,8.602,-1.788,5.5,Jib,J,
10,101,11.82,55.1,8.629,-1.646,5.7,Jib,J,
10,100,11.96,54.4,8.653,-1.502,6,Jib,J,
10,99,12.09,53.72,8.675,-1.357,6.3,Jib,J,
10,98,12.23,53.04,8.696,-1.21,6.6,Jib,J,
10,97,12.36,52.38,8.714,-1.062,6.9,Jib,J,
10,96,12.49,51.73,8.731,-0.913,7.2,Jib,J,
10,95,12.62,51.08,8.745,-0.762,7.5,Jib,J,
10,94,12.75,50.43,8.765,-0.611,7.8,Jib,J,
10,93,12.87,49.8,8.774,-0.459,8.1,Jib,J,
10,92,12.99,49.19,8.783,-0.306,8.4,Jib,J,
10,91,13.11,48.58,8.789,-0.153,8.7,Jib,J,
10,90,13.23,47.98,8.794,0,9,Jib,J,
10,89,13.34,47.39,8.798,0.154,9.3,Jib,J,
10,88,13.46,46.8,8.8,0.307,9.5,Jib,J,
10,87,13.57,46.21,8.8,0.461,9.8,Jib,J,
10,86,13.68,45.64,8.799,0.614,10.1,Jib,J,
10,85,13.78,45.06,8.796,0.767,10.3,Jib,J,
10,84,13.89,44.5,8.793,0.919,10.6,Jib,J,
10,83,13.99,43.93,8.787,1.071,10.8,Jib,J,
10,82,14.09,43.38,8.78,1.222,11.1,Jib,J,
10,81,14.19,42.82,8.772,1.372,11.3,Jib,J,
10,80,14.29,42.28,8.762,1.522,11.5,Jib,J,
10,79,14.38,41.73,8.751,1.67,11.7,Jib,J,
10,78,14.47,41.19,8.738,1.817,11.9,Jib,J,
10,77,14.56,40.66,8.724,1.962,12.1,Jib,J,
10,76,14.65,40.13,8.708,2.107,12.3,Jib,J,
10,75,14.74,39.6,8.691,2.249,12.5,Jib,J,
10,74,14.82,39.08,8.672,2.39,12.7,Jib,J,
10,73,14.9,38.56,8.651,2.529,12.9,Jib,J,
10,72,14.97,38.05,8.628,2.666,13,Jib,J,
10,71,15.05,37.54,8.604,2.801,13.2,Jib,J,
10,70,15.12,37.03,8.578,2.934,13.3,Jib,J,
10,69,15.19,36.53,8.549,3.064,13.5,Jib,J,
10,68,15.25,36.04,8.519,3.191,13.6,Jib,J,
10,67,15.31,35.55,8.486,3.316,13.7,Jib,J,
10,66,15.37,35.06,8.451,3.437,13.8,Jib,J,
10,65,15.42,34.58,8.413,3.555,13.9,Jib,J,
10,64,15.47,34.11,8.372,3.67,14,Jib,J,
10,63,15.52,33.64,8.328,3.781,14,Jib,J,
10,62,15.56,33.18,8.28,3.887,14.1,Jib,J,
10,61,15.6,32.73,8.228,3.989,14.1,Jib,J,
10,60,15.63,32.28,8.171,4.086,14.1,Jib,J,
10,59,15.66,31.85,8.109,4.177,14.1,Jib,J,
10,58,15.67,31.43,8.041,4.261,14.1,Jib,J,
10,57,15.68,31.02,7.966,4.338,14.1,Jib,J,
10,56,15.69,30.62,7.882,4.408,14,Jib,J,
10,55,15.68,30.24,7.79,4.468,13.9,Jib,J,
10,54,15.66,29.9,7.689,4.52,13.6,Jib,J,
10,53,15.64,29.57,7.579,4.561,13.2,Jib,J,
10,52,15.6,29.25,7.461,4.594,12.8,Jib,J,
10,51,15.56,28.94,7.335,4.616,12.4,Jib,J,
10,50,15.51,28.63,7.204,4.63,11.9,Jib,J,
10,49,15.46,28.33,7.069,4.638,11.4,Jib,J,
10,48,15.4,28.01,6.934,4.64,10.9,Jib,J,
10,47,15.34,27.7,6.796,4.635,10.4,Jib,J,
10,46,15.27,27.38,6.654,4.622,9.9,Jib,J,
10,45,15.19,27.07,6.502,4.598,9.4,Jib,J,
10,44,15.1,26.77,6.336,4.558,8.8,Jib,J,
10,43,14.98,26.5,6.152,4.499,8.2,Jib,J,
10,42,14.85,26.25,5.95,4.422,7.6,Jib,J,
10,41,14.7,26.02,5.732,4.326,6.9,Jib,J,
10,40,14.54,25.8,5.498,4.212,6.2,Jib,J,
10,39,14.35,25.61,5.241,4.073,5.6,Jib,J,
10,38,14.13,25.46,4.949,3.9,5,Jib,J,
10,37,13.86,25.39,4.607,3.679,4.5,Jib,J,
10,36,13.49,25.48,4.17,3.374,3.9,Jib,J,
10,166.5,5.01,152.41,5.188,-5.043,0.4,Jib,J,OPTIMAL
10,180,4.79,180,5.135,-5.135,-0.1,Poled Jib,PJ,
10,179,4.77,177.92,5.155,-5.154,-0.1,Poled Jib,PJ,
10,178,4.75,175.82,5.179,-5.176,-0.1,Poled Jib,PJ,
10,177,4.73,173.7,5.204,-5.197,-0.1,Poled Jib,PJ,
10,176,4.72,171.56,5.23,-5.218,-0.1,Poled Jib,PJ,
10,175,4.71,169.41,5.256,-5.236,-0.1,Poled Jib,PJ,
10,174,4.7,167.26,5.279,-5.25,0,Poled Jib,PJ,
10,173,4.71,165.11,5.3,-5.26,0,Poled Jib,PJ,
10,172,4.72,162.97,5.316,-5.264,0,Poled Jib,PJ,
10,171,4.73,160.86,5.326,-5.261,0,Poled Jib,PJ,
10,170,4.76,158.79,5.331,-5.25,0,Poled Jib,PJ,
10,169,4.8,156.76,5.33,-5.232,0,Poled Jib,PJ,
10,168,4.84,154.77,5.327,-5.211,0,Poled Jib,PJ,
10,167,4.88,152.79,5.326,-5.189,0,Poled Jib,PJ,
10,166,4.92,150.82,5.327,-5.169,0,Poled Jib,PJ,
10,165,4.97,148.86,5.332,-5.151,0,Poled Jib,PJ,
10,164,5.01,146.89,5.343,-5.136,0,Poled Jib,PJ,
10,163,5.05,144.93,5.356,-5.122,0,Poled Jib,PJ,
10,162,5.09,143,5.367,-5.105,0.1,Poled Jib,PJ,
10,161,5.15,141.13,5.373,-5.08,0.1,Poled Jib,PJ,
10,160,5.21,139.34,5.371,-5.047,0.2,Poled Jib,PJ,
10,159,5.28,137.64,5.363,-5.007,0.2,Poled Jib,PJ,
10,158,5.35,136,5.35,-4.96,0.2,Poled Jib,PJ,
10,157,5.43,134.43,5.332,-4.908,0.3,Poled Jib,PJ,
10,156,5.51,132.91,5.312,-4.853,0.3,Poled Jib,PJ,
10,155,5.59,131.42,5.292,-4.796,0.4,Poled Jib,PJ,
10,154,5.67,129.96,5.273,-4.739,0.4,Poled Jib,PJ,
10,153,5.75,128.5,5.257,-4.684,0.5,Poled Jib,PJ,
10,152,5.83,127.03,5.245,-4.631,0.5,Poled Jib,PJ,
10,151,5.91,125.56,5.238,-4.582,0.6,Poled Jib,PJ,
10,150,5.99,124.07,5.236,-4.535,0.6,Poled Jib,PJ,
10,149,6.06,122.57,5.24,-4.492,0.6,Poled Jib,PJ,
10,148,6.14,121.04,5.249,-4.452,0.7,Poled Jib,PJ,
10,147,6.21,119.49,5.265,-4.415,0.7,Poled Jib,PJ,
10,146,6.28,117.92,5.285,-4.382,0.7,Poled Jib,PJ,
10,145,6.35,116.32,5.312,-4.351,0.7,Poled Jib,PJ,
10,144,6.42,114.71,5.342,-4.322,0.8,Poled Jib,PJ,
10,143,6.49,113.1,5.377,-4.294,0.8,Poled Jib,PJ,
10,142,6.56,111.49,5.413,-4.266,0.8,Poled Jib,PJ,
10,141,6.64,109.9,5.45,-4.236,0.8,Poled Jib,PJ,
10,140,6.72,108.32,5.488,-4.204,0.8,Poled Jib,PJ,
10,139,6.8,106.77,5.526,-4.171,0.9,Poled Jib,PJ,
10,138,6.88,105.24,5.564,-4.135,0.9,Poled Jib,PJ,
10,137,6.97,103.74,5.601,-4.096,0.9,Poled Jib,PJ,
10,136,7.05,102.27,5.638,-4.055,0.9,Poled Jib,PJ,
10,135,7.14,100.82,5.674,-4.012,1,Poled Jib,PJ,
10,171.9,4.72,162.83,5.317,-5.264,0,Poled Jib,PJ,OPTIMAL
10,48.2,15.41,28.07,6.956,4.64,11,Jib,J,OPTIMAL
10,180,5.07,180,5.116,-5.116,0.1,Asym Spin tacked on CL,AS,
10,165,5.08,148.72,5.499,-5.312,0.3,Asym Spin tacked on CL,AS,
10,150,5.63,115.22,6.422,-5.561,0.9,Asym Spin tacked on CL,AS,
10,135,7.21,86.6,7.628,-5.394,2.1,Asym Spin tacked on CL,AS,
10,120,9.48,68.31,8.587,-4.294,4.4,Asym Spin tacked on CL,AS,
10,110,10.98,60.28,8.891,-3.041,7.4,Asym Spin tacked on CL,AS,
10,90,13.57,47.19,9.045,0,15.4,Asym Spin tacked on CL,AS,
10,80,14.54,41.44,8.876,1.541,19.3,Asym Spin tacked on CL,AS,
10,75,14.92,38.95,8.713,2.255,20.1,Asym Spin tacked on CL,AS,
10,70,15.25,36.82,8.501,2.908,19.4,Asym Spin tacked on CL,AS,
10,60,15.59,33.01,7.842,3.921,17,Asym Spin tacked on CL,AS,
10,148.7,5.73,112.52,6.511,-5.564,1,Asym Spin tacked on CL,AS,OPTIMAL
10,180,4.95,180,4.946,-4.946,0.1,Jib,J,
10,165,5.04,149.46,5.22,-5.042,0.4,Jib,J,
10,150,5.75,120.62,5.644,-4.888,0.8,Jib,J,
10,135,7.03,94.88,6.403,-4.527,1.3,Jib,J,
10,120,8.99,72.4,7.666,-3.833,2.6,Jib,J,
10,110,10.53,62.02,8.313,-2.843,3.9,Jib,J,
10,90,13.23,47.98,8.794,0,9,Jib,J,
10,80,14.29,42.28,8.762,1.522,11.5,Jib,J,
10,75,14.74,39.6,8.691,2.249,12.5,Jib,J,
10,70,15.12,37.03,8.578,2.934,13.3,Jib,J,
10,60,15.63,32.28,8.171,4.086,14.1,Jib,J,
10,52,15.6,29.25,7.461,4.594,12.8,Jib,J,
10,166.5,5.01,152.4,5.188,-5.043,0.4,Jib,J,OPTIMAL
10,180,4.79,180,5.135,-5.135,0,Poled Jib,PJ,
10,165,4.97,148.86,5.332,-5.151,0,Poled Jib,PJ,
10,150,5.99,124.07,5.236,-4.535,0.6,Poled Jib,PJ,
10,135,7.14,100.82,5.674,-4.012,1,Poled Jib,PJ,
10,171.9,4.72,162.83,5.317,-5.264,0,Poled Jib,PJ,OPTIMAL
10,48.2,15.41,28.07,6.956,4.64,11,Jib,J,OPTIMAL
12,180,6.17,180,6.054,-6.054,0.1,Asym Spin tacked on CL,AS,
12,179,6.16,178.01,6.063,-6.062,0.1,Asym Spin tacked on CL,AS,
12,178,6.15,176.02,6.075,-6.072,0.1,Asym Spin tacked on CL,AS,
12,177,6.15,174.03,6.09,-6.082,0.1,Asym Spin tacked on CL,AS,
12,176,6.14,172.02,6.107,-6.093,0.2,Asym Spin tacked on CL,AS,
12,175,6.14,170.01,6.127,-6.104,0.2,Asym Spin tacked on CL,AS,
12,174,6.14,167.99,6.15,-6.116,0.2,Asym Spin tacked on CL,AS,
12,173,6.14,165.96,6.175,-6.129,0.2,Asym Spin tacked on CL,AS,
12,172,6.14,163.92,6.202,-6.142,0.3,Asym Spin tacked on CL,AS,
12,171,6.14,161.87,6.232,-6.155,0.3,Asym Spin tacked on CL,AS,
12,170,6.15,159.81,6.265,-6.169,0.3,Asym Spin tacked on CL,AS,
12,169,6.16,157.74,6.3,-6.184,0.3,Asym Spin tacked on CL,AS,
12,168,6.17,155.66,6.338,-6.199,0.4,Asym Spin tacked on CL,AS,
12,167,6.18,153.57,6.378,-6.215,0.4,Asym Spin tacked on CL,AS,
12,166,6.19,151.46,6.421,-6.231,0.4,Asym Spin tacked on CL,AS,
12,165,6.2,149.35,6.467,-6.247,0.5,Asym Spin tacked on CL,AS,
12,164,6.22,147.22,6.516,-6.264,0.5,Asym Spin tacked on CL,AS,
12,163,6.24,145.09,6.568,-6.281,0.5,Asym Spin tacked on CL,AS,
12,162,6.27,142.95,6.621,-6.297,0.6,Asym Spin tacked on CL,AS,
12,161,6.3,140.8,6.678,-6.314,0.6,Asym Spin tacked on CL,AS,
12,160,6.33,138.64,6.736,-6.33,0.7,Asym Spin tacked on CL,AS,
12,159,6.36,136.49,6.796,-6.345,0.7,Asym Spin tacked on CL,AS,
12,158,6.4,134.34,6.859,-6.359,0.8,Asym Spin tacked on CL,AS,
12,157,6.44,132.18,6.923,-6.372,0.8,Asym Spin tacked on CL,AS,
12,156,6.49,130.04,6.989,-6.385,0.9,Asym Spin tacked on CL,AS,
12,155,6.54,127.89,7.057,-6.396,0.9,Asym Spin tacked on CL,AS,
12,154,6.6,125.76,7.127,-6.406,1,Asym Spin tacked on CL,AS,
12,153,6.66,123.63,7.199,-6.414,1.1,Asym Spin tacked on CL,AS,
12,152,6.73,121.53,7.272,-6.421,1.1,Asym Spin tacked on CL,AS,
12,151,6.8,119.44,7.346,-6.425,1.2,Asym Spin tacked on CL,AS,
12,150,6.88,117.37,7.421,-6.427,1.3,Asym Spin tacked on CL,AS,
12,149,6.96,115.33,7.497,-6.426,1.3,Asym Spin tacked on CL,AS,
12,148,7.05,113.32,7.573,-6.422,1.4,Asym Spin tacked on CL,AS,
12,147,7.15,111.34,7.649,-6.415,1.5,Asym Spin tacked on CL,AS,
12,146,7.25,109.4,7.726,-6.405,1.6,Asym Spin tacked on CL,AS,
12,145,7.35,107.5,7.802,-6.391,1.7,Asym Spin tacked on CL,AS,
12,144,7.46,105.64,7.876,-6.372,1.7,Asym Spin tacked on CL,AS,
12,143,7.57,103.83,7.95,-6.349,1.8,Asym Spin tacked on CL,AS,
12,142,7.69,102.07,8.021,-6.321,1.9,Asym Spin tacked on CL,AS,
12,141,7.82,100.37,8.091,-6.288,2,Asym Spin tacked on CL,AS,
12,140,7.95,98.71,8.159,-6.25,2.1,Asym Spin tacked on CL,AS,
12,139,8.08,97.1,8.225,-6.207,2.2,Asym Spin tacked on CL,AS,
12,138,8.22,95.54,8.289,-6.16,2.3,Asym Spin tacked on CL,AS,
12,137,8.35,94.03,8.351,-6.107,2.5,Asym Spin tacked on CL,AS,
12,136,8.5,92.56,8.411,-6.05,2.6,Asym Spin tacked on CL,AS,
12,135,8.64,91.14,8.469,-5.988,2.7,Asym Spin tacked on CL,AS,
12,134,8.79,89.75,8.526,-5.923,2.8,Asym Spin tacked on CL,AS,
12,133,8.94,88.41,8.581,-5.852,2.9,Asym Spin tacked on CL,AS,
12,132,9.09,87.1,8.635,-5.778,3.1,Asym Spin tacked on CL,AS,
12,131,9.25,85.83,8.688,-5.7,3.2,Asym Spin tacked on CL,AS,
12,130,9.4,84.59,8.739,-5.617,3.4,Asym Spin tacked on CL,AS,
12,129,9.56,83.38,8.789,-5.531,3.5,Asym Spin tacked on CL,AS,
12,128,9.72,82.21,8.837,-5.441,3.7,Asym Spin tacked on CL,AS,
12,127,9.88,81.06,8.884,-5.346,3.9,Asym Spin tacked on CL,AS,
12,126,10.04,79.94,8.929,-5.249,4.1,Asym Spin tacked on CL,AS,
12,125,10.2,78.85,8.974,-5.147,4.3,Asym Spin tacked on CL,AS,
12,124,10.36,77.79,9.016,-5.042,4.5,Asym Spin tacked on CL,AS,
12,123,10.52,76.75,9.058,-4.933,4.7,Asym Spin tacked on CL,AS,
12,122,10.69,75.73,9.098,-4.821,5,Asym Spin tacked on CL,AS,
12,121,10.85,74.73,9.136,-4.705,5.3,Asym Spin tacked on CL,AS,
12,120,11.01,73.76,9.173,-4.586,5.6,Asym Spin tacked on CL,AS,
12,119,11.18,72.8,9.209,-4.464,6,Asym Spin tacked on CL,AS,
12,118,11.34,71.86,9.242,-4.339,6.4,Asym Spin tacked on CL,AS,
12,117,11.5,70.94,9.275,-4.211,6.9,Asym Spin tacked on CL,AS,
12,116,11.66,70.03,9.306,-4.079,7.3,Asym Spin tacked on CL,AS,
12,115,11.82,69.14,9.335,-3.945,7.8,Asym Spin tacked on CL,AS,
12,114,11.98,68.26,9.362,-3.808,8.2,Asym Spin tacked on CL,AS,
12,113,12.14,67.4,9.389,-3.668,8.7,Asym Spin tacked on CL,AS,
12,112,12.3,66.55,9.413,-3.526,9.2,Asym Spin tacked on CL,AS,
12,111,12.46,65.71,9.436,-3.381,9.7,Asym Spin tacked on CL,AS,
12,110,12.62,64.88,9.457,-3.234,10.2,Asym Spin tacked on CL,AS,
12,109,12.77,64.06,9.476,-3.085,10.7,Asym Spin tacked on CL,AS,
12,108,12.93,63.25,9.494,-2.934,11.3,Asym Spin tacked on CL,AS,
12,107,13.08,62.46,9.51,-2.78,11.8,Asym Spin tacked on CL,AS,
12,106,13.23,61.67,9.525,-2.625,12.3,Asym Spin tacked on CL,AS,
12,105,13.38,60.88,9.538,-2.468,12.9,Asym Spin tacked on CL,AS,
12,104,13.53,60.11,9.549,-2.31,13.4,Asym Spin tacked on CL,AS,
12,103,13.67,59.34,9.558,-2.15,14,Asym Spin tacked on CL,AS,
12,102,13.81,58.58,9.566,-1.989,14.5,Asym Spin tacked on CL,AS,
12,101,13.96,57.82,9.571,-1.826,15.1,Asym Spin tacked on CL,AS,
12,100,14.1,57.08,9.575,-1.663,15.6,Asym Spin tacked on CL,AS,
12,99,14.23,56.33,9.578,-1.498,16.2,Asym Spin tacked on CL,AS,
12,98,14.37,55.59,9.578,-1.333,16.7,Asym Spin tacked on CL,AS,
12,97,14.5,54.86,9.577,-1.167,17.3,Asym Spin tacked on CL,AS,
12,96,14.63,54.13,9.574,-1.001,17.9,Asym Spin tacked on CL,AS,
12,95,14.76,53.4,9.569,-0.834,18.4,Asym Spin tacked on CL,AS,
12,94,14.89,52.66,9.567,-0.667,19,Asym Spin tacked on CL,AS,
12,93,15.01,51.94,9.557,-0.5,19.6,Asym Spin tacked on CL,AS,
12,92,15.13,51.23,9.545,-0.333,20.2,Asym Spin tacked on CL,AS,
12,91,15.24,50.52,9.53,-0.166,20.8,Asym Spin tacked on CL,AS,
12,90,15.35,49.83,9.511,0,21.4,Asym Spin tacked on CL,AS,
12,89,15.47,49.24,9.489,0.166,21.5,Asym Spin tacked on CL,AS,
12,88,15.58,48.68,9.466,0.33,21.5,Asym Spin tacked on CL,AS,
12,87,15.69,48.12,9.443,0.494,21.5,Asym Spin tacked on CL,AS,
12,86,15.8,47.57,9.418,0.657,21.5,Asym Spin tacked on CL,AS,
12,85,15.91,47.02,9.393,0.819,21.5,Asym Spin tacked on CL,AS,
12,84,16.02,46.48,9.368,0.979,21.5,Asym Spin tacked on CL,AS,
12,83,16.12,45.93,9.341,1.138,21.5,Asym Spin tacked on CL,AS,
12,82,16.23,45.39,9.314,1.296,21.5,Asym Spin tacked on CL,AS,
12,81,16.33,44.85,9.286,1.453,21.4,Asym Spin tacked on CL,AS,
12,80,16.43,44.32,9.257,1.607,21.4,Asym Spin tacked on CL,AS,
12,79,16.52,43.79,9.227,1.761,21.4,Asym Spin tacked on CL,AS,
12,78,16.62,43.26,9.196,1.912,21.4,Asym Spin tacked on CL,AS,
12,77,16.71,42.73,9.164,2.062,21.3,Asym Spin tacked on CL,AS,
12,76,16.8,42.21,9.131,2.209,21.3,Asym Spin tacked on CL,AS,
12,75,16.88,41.69,9.097,2.354,21.3,Asym Spin tacked on CL,AS,
12,74,16.97,41.17,9.061,2.498,21.2,Asym Spin tacked on CL,AS,
12,73,17.05,40.65,9.025,2.639,21.2,Asym Spin tacked on CL,AS,
12,72,17.13,40.14,8.986,2.777,21.1,Asym Spin tacked on CL,AS,
12,71,17.2,39.64,8.947,2.913,21.1,Asym Spin tacked on CL,AS,
12,70,17.28,39.14,8.905,3.046,21,Asym Spin tacked on CL,AS,
12,69,17.35,38.64,8.862,3.176,21,Asym Spin tacked on CL,AS,
12,68,17.42,38.14,8.817,3.303,20.9,Asym Spin tacked on CL,AS,
12,67,17.48,37.65,8.77,3.427,20.8,Asym Spin tacked on CL,AS,
12,66,17.54,37.17,8.721,3.547,20.7,Asym Spin tacked on CL,AS,
12,65,17.6,36.69,8.669,3.664,20.6,Asym Spin tacked on CL,AS,
12,64,17.65,36.21,8.615,3.777,20.5,Asym Spin tacked on CL,AS,
12,63,17.7,35.74,8.558,3.885,20.4,Asym Spin tacked on CL,AS,
12,62,17.74,35.27,8.498,3.99,20.2,Asym Spin tacked on CL,AS,
12,61,17.78,34.82,8.435,4.089,20.1,Asym Spin tacked on CL,AS,
12,60,17.82,34.38,8.367,4.184,19.9,Asym Spin tacked on CL,AS,
12,149.8,6.9,116.97,7.436,-6.427,1.3,Asym Spin tacked on CL,AS,OPTIMAL
12,180,6.02,180,5.86,-5.86,0.1,Jib,J,
12,179,6.01,178.02,5.874,-5.873,0.2,Jib,J,
12,178,6,176.03,5.89,-5.887,0.2,Jib,J,
12,177,5.99,174.04,5.907,-5.899,0.2,Jib,J,
12,176,5.98,172.04,5.925,-5.91,0.3,Jib,J,
12,175,5.98,170.03,5.944,-5.921,0.3,Jib,J,
12,174,5.98,168.02,5.963,-5.931,0.3,Jib,J,
12,173,5.99,166,5.984,-5.939,0.4,Jib,J,
12,172,5.99,163.98,6.005,-5.946,0.4,Jib,J,
12,171,6,161.96,6.026,-5.952,0.4,Jib,J,
12,170,6.02,159.95,6.048,-5.956,0.5,Jib,J,
12,169,6.03,157.93,6.071,-5.959,0.5,Jib,J,
12,168,6.05,155.92,6.094,-5.961,0.5,Jib,J,
12,167,6.08,153.91,6.117,-5.961,0.6,Jib,J,
12,166,6.1,151.91,6.141,-5.959,0.6,Jib,J,
12,165,6.14,149.92,6.166,-5.956,0.6,Jib,J,
12,164,6.17,147.94,6.191,-5.951,0.7,Jib,J,
12,163,6.21,145.98,6.216,-5.945,0.7,Jib,J,
12,162,6.25,144.02,6.242,-5.937,0.7,Jib,J,
12,161,6.29,142.08,6.269,-5.927,0.8,Jib,J,
12,160,6.34,140.15,6.296,-5.916,0.8,Jib,J,
12,159,6.39,138.24,6.324,-5.904,0.8,Jib,J,
12,158,6.45,136.34,6.352,-5.89,0.9,Jib,J,
12,157,6.5,134.46,6.381,-5.874,0.9,Jib,J,
12,156,6.56,132.6,6.411,-5.856,0.9,Jib,J,
12,155,6.63,130.75,6.441,-5.838,1,Jib,J,
12,154,6.69,128.92,6.473,-5.817,1,Jib,J,
12,153,6.76,127.11,6.505,-5.796,1,Jib,J,
12,152,6.84,125.32,6.538,-5.772,1.1,Jib,J,
12,151,6.91,123.55,6.571,-5.747,1.1,Jib,J,
12,150,6.99,121.8,6.606,-5.721,1.2,Jib,J,
12,149,7.07,120.07,6.641,-5.692,1.2,Jib,J,
12,148,7.15,118.36,6.677,-5.662,1.2,Jib,J,
12,147,7.24,116.67,6.714,-5.631,1.3,Jib,J,
12,146,7.33,115,6.752,-5.598,1.3,Jib,J,
12,145,7.42,113.34,6.792,-5.564,1.3,Jib,J,
12,144,7.52,111.69,6.834,-5.528,1.4,Jib,J,
12,143,7.61,110.06,6.877,-5.492,1.4,Jib,J,
12,142,7.71,108.44,6.923,-5.455,1.5,Jib,J,
12,141,7.81,106.83,6.971,-5.418,1.5,Jib,J,
12,140,7.91,105.23,7.023,-5.38,1.5,Jib,J,
12,139,8.02,103.62,7.077,-5.341,1.6,Jib,J,
12,138,8.13,102.02,7.136,-5.303,1.6,Jib,J,
12,137,8.24,100.43,7.198,-5.264,1.7,Jib,J,
12,136,8.35,98.83,7.264,-5.225,1.7,Jib,J,
12,135,8.47,97.24,7.334,-5.186,1.8,Jib,J,
12,134,8.59,95.65,7.407,-5.145,1.9,Jib,J,
12,133,8.71,94.07,7.483,-5.103,1.9,Jib,J,
12,132,8.84,92.51,7.562,-5.06,2,Jib,J,
12,131,8.97,90.97,7.641,-5.013,2.1,Jib,J,
12,130,9.1,89.46,7.722,-4.964,2.1,Jib,J,
12,129,9.24,87.97,7.802,-4.91,2.2,Jib,J,
12,128,9.38,86.53,7.881,-4.852,2.3,Jib,J,
12,127,9.52,85.13,7.957,-4.789,2.4,Jib,J,
12,126,9.67,83.77,8.03,-4.72,2.5,Jib,J,
12,125,9.82,82.45,8.101,-4.646,2.6,Jib,J,
12,124,9.97,81.18,8.168,-4.568,2.7,Jib,J,
12,123,10.12,79.95,8.233,-4.484,2.8,Jib,J,
12,122,10.27,78.76,8.294,-4.395,3,Jib,J,
12,121,10.42,77.6,8.352,-4.302,3.1,Jib,J,
12,120,10.58,76.48,8.408,-4.204,3.2,Jib,J,
12,119,10.73,75.39,8.461,-4.102,3.3,Jib,J,
12,118,10.89,74.33,8.513,-3.996,3.5,Jib,J,
12,117,11.05,73.29,8.562,-3.887,3.6,Jib,J,
12,116,11.2,72.28,8.609,-3.774,3.8,Jib,J,
12,115,11.36,71.3,8.655,-3.658,3.9,Jib,J,
12,114,11.52,70.33,8.698,-3.538,4.1,Jib,J,
12,113,11.68,69.39,8.741,-3.415,4.3,Jib,J,
12,112,11.83,68.46,8.781,-3.289,4.5,Jib,J,
12,111,11.99,67.55,8.82,-3.161,4.6,Jib,J,
12,110,12.15,66.66,8.858,-3.029,4.9,Jib,J,
12,109,12.3,65.79,8.894,-2.895,5.1,Jib,J,
12,108,12.46,64.93,8.928,-2.759,5.3,Jib,J,
12,107,12.61,64.08,8.962,-2.62,5.6,Jib,J,
12,106,12.76,63.25,8.993,-2.479,5.9,Jib,J,
12,105,12.92,62.42,9.024,-2.335,6.3,Jib,J,
12,104,13.07,61.61,9.052,-2.19,6.7,Jib,J,
12,103,13.22,60.81,9.08,-2.042,7,Jib,J,
12,102,13.37,60.02,9.106,-1.893,7.4,Jib,J,
12,101,13.52,59.24,9.13,-1.742,7.8,Jib,J,
12,100,13.67,58.47,9.153,-1.589,8.2,Jib,J,
12,99,13.81,57.71,9.175,-1.435,8.6,Jib,J,
12,98,13.96,56.95,9.195,-1.28,9,Jib,J,
12,97,14.1,56.21,9.213,-1.123,9.5,Jib,J,
12,96,14.24,55.47,9.23,-0.965,9.9,Jib,J,
12,95,14.38,54.74,9.245,-0.806,10.3,Jib,J,
12,94,14.52,54,9.264,-0.646,10.8,Jib,J,
12,93,14.65,53.29,9.274,-0.485,11.2,Jib,J,
12,92,14.79,52.59,9.283,-0.324,11.6,Jib,J,
12,91,14.92,51.89,9.289,-0.162,12,Jib,J,
12,90,15.05,51.2,9.294,0,12.4,Jib,J,
12,89,15.17,50.52,9.296,0.162,12.9,Jib,J,
12,88,15.3,49.85,9.297,0.325,13.3,Jib,J,
12,87,15.42,49.18,9.296,0.487,13.7,Jib,J,
12,86,15.54,48.52,9.294,0.648,14.1,Jib,J,
12,85,15.65,47.86,9.289,0.81,14.5,Jib,J,
12,84,15.77,47.21,9.283,0.97,14.8,Jib,J,
12,83,15.88,46.57,9.275,1.13,15.2,Jib,J,
12,82,15.99,45.93,9.265,1.29,15.6,Jib,J,
12,81,16.09,45.3,9.254,1.448,15.9,Jib,J,
12,80,16.2,44.67,9.241,1.605,16.3,Jib,J,
12,79,16.3,44.05,9.226,1.76,16.6,Jib,J,
12,78,16.4,43.44,9.209,1.915,16.9,Jib,J,
12,77,16.49,42.83,9.191,2.068,17.2,Jib,J,
12,76,16.59,42.23,9.171,2.219,17.5,Jib,J,
12,75,16.68,41.63,9.15,2.368,17.8,Jib,J,
12,74,16.77,41.04,9.126,2.516,18.1,Jib,J,
12,73,16.85,40.45,9.101,2.661,18.4,Jib,J,
12,72,16.93,39.87,9.075,2.804,18.6,Jib,J,
12,71,17.01,39.3,9.046,2.945,18.9,Jib,J,
12,70,17.09,38.73,9.016,3.084,19.1,Jib,J,
12,69,17.17,38.17,8.983,3.219,19.3,Jib,J,
12,68,17.24,37.65,8.949,3.352,19.3,Jib,J,
12,67,17.31,37.16,8.914,3.483,19.1,Jib,J,
12,66,17.38,36.67,8.877,3.61,19,Jib,J,
12,65,17.45,36.18,8.838,3.735,18.8,Jib,J,
12,64,17.51,35.7,8.798,3.857,18.7,Jib,J,
12,63,17.57,35.22,8.755,3.975,18.5,Jib,J,
12,62,17.63,34.75,8.711,4.09,18.3,Jib,J,
